uiTimeStamp,uiCycleCounter,eSigStatus,f_VrelRad,f_RangeRad,a_AzAng,f_RcsRaw,f_AzAngVar,f_VrelRadVar,f_RangeRadVar,a_Pdh0
600,12,1,-7.90075646607942,89.25,44.6964872389883,-0.433336807902165,0,0,0,14.1540715560417
600,12,1,-7.14830346930995,89.25,44.7809277826612,2.34595487990039,0,0,0,16.3766206916689
600,12,1,0,91.875,53.4869065007185,5.17685172386975,0,0,0,12.4899305770061
600,12,1,7.52452996769468,93.75,48.264567150364,3.34577041758088,0,0,0,13.8156158121749
600,12,1,7.90075646607942,93.75,48.2478041616196,2.52785228857452,0,0,0,14.2342396444466
650,13,1,0,0,3.41184514120904,65536,0,0,0,24.8032863071607
650,13,1,0,4.5,9.1688526336081,-13.7742961398895,0,0,0,26.4763376224066
650,13,1,0,5.25,6.82491755722244,-23.2298688555709,0,0,0,16.1615630005758
650,13,1,0,28.875,-19.6985929038469,-8.3647147908227,0,0,0,13.1841049008382
650,13,1,0,34.125,16.1864953978563,-6.7477692459657,0,0,0,13.1744113989904
650,13,1,0,69,-7.3799295780906,6.06979988591748,0,0,0,17.6945791245177
650,13,1,0,75,-12.0295594750644,2.67865336255134,0,0,0,16.0977910253888
650,13,1,-6.01962397415575,80.25,44.5315142863092,-4.54731155806716,0,0,0,13.7508244946654
650,13,1,-7.71264321688705,89.25,-66.4882789624831,3.29758957281446,0,0,0,16.8472401803177
650,13,1,-6.58396372173285,89.25,44.9951554481615,1.32651650177327,0,0,0,15.030081645682
650,13,1,-6.01962397415575,89.25,-61.5874837254446,-0.428434806782619,0,0,0,13.8912142412131
650,13,1,0,91.875,53.1017446159905,6.13514249990821,0,0,0,13.8989351266843
650,13,1,6.77207697092522,93.75,48.3452783450988,4.27545450331633,0,0,0,16.8267215922524
650,13,1,7.33641671850232,93.75,49.1661370877396,4.53876247439591,0,0,0,16.1343521133637
650,13,1,8.46509621365652,93.75,49.6723359513804,3.2422097755378,0,0,0,14.7028604553028
700,14,1,0,0,3.41184514120904,65536,0,0,0,24.331271161383
700,14,1,0,4.5,8.72475346749189,-13.2089549607988,0,0,0,26.5382381068516
700,14,1,0,5.25,6.92999314915442,-22.6710904289354,0,0,0,16.368371763487
700,14,1,0,6,-50.1632187180559,-23.6142654719165,0,0,0,12.5972936263913
700,14,1,0,28.875,-19.4406501506252,-8.06520580900086,0,0,0,13.3257627608693
700,14,1,0,34.125,15.426752879405,-6.57031757055665,0,0,0,13.7747428889764
700,14,1,0,69,-6.99641567437278,6.02613685878062,0,0,0,16.8511250951547
700,14,1,0,75,-11.9726221085575,3.05947199537373,0,0,0,15.8962193153332
700,14,1,-4.89094447900154,80.25,43.7328642569915,-8.53585689583956,0,0,0,12.817289282875
700,14,1,-7.90075646607942,89.25,45.2336381615127,-1.98529020318198,0,0,0,12.4815737269865
700,14,1,-7.14830346930995,89.25,-62.3203290899471,-0.0348433845484948,0,0,0,12.9478594568166
700,14,1,-6.77207697092522,89.25,44.8815231287901,4.74443348016162,0,0,0,17.184885962756
700,14,1,-5.64339747577101,89.25,45.7610490505788,-0.330497994809988,0,0,0,15.2790253997748
700,14,1,0,91.875,53.2254574250285,5.61692124210003,0,0,0,13.8829161113697
700,14,1,7.52452996769468,93.75,48.2991991276785,5.22812486166944,0,0,0,15.3136724544097
700,14,1,8.65320946284888,93.75,49.261803246259,0.518999294958959,0,0,0,13.9589594459889
750,15,1,0,0,3.41184514120904,65536,0,0,0,24.8581693386397
750,15,1,0,4.5,9.06458085725967,-13.6090306588742,0,0,0,26.2863071086112
750,15,1,0,5.25,7.00494541516255,-22.724746706772,0,0,0,16.5986124940513
750,15,1,0,28.875,-18.6007523799687,-9.00646305828532,0,0,0,12.8090566322704
750,15,1,0,34.125,15.4955354298616,-6.69865267195772,0,0,0,13.8325582687055
750,15,1,-3.38603848546261,48,69.1003158914784,-13.6602990972208,0,0,0,13.9553654274148
750,15,1,0,69,-15.1039856487515,5.11215871268216,0,0,0,16.619670753652
750,15,1,0,75,-11.5620630385068,3.0423169345501,0,0,0,16.2186571125867
750,15,1,-6.20773722334811,89.25,44.0250520829768,0.753564217778703,0,0,0,14.3128825975634
750,15,1,0,91.875,67.0604180199006,2.61983398911333,0,0,0,13.4033376195637
750,15,1,6.96019022011758,93.75,48.885860738504,3.02507092201463,0,0,0,13.8376974849436
800,16,1,0,0,3.41184514120904,65536,0,0,0,24.642370168673
800,16,1,0,4.5,9.00394240204115,-13.5820753479868,0,0,0,26.2892380469789
800,16,1,0,5.25,6.50879425578305,-22.8811746154976,0,0,0,16.4143728363781
800,16,1,0,6,-50.2422919373287,-23.8400846966267,0,0,0,12.4261070979233
800,16,1,0,28.875,-18.6026772737661,-8.51062977754641,0,0,0,13.5174076139156
800,16,1,0,34.125,15.6873319407199,-6.20969444334796,0,0,0,14.3196091642572
800,16,1,0,69,-7.19082324080753,6.00500609455898,0,0,0,17.0832194709955
800,16,1,0,75,-11.8782167807121,3.01728573216833,0,0,0,16.2573423542451
800,16,1,-7.33641671850232,80.25,-66.824468710785,-4.93284800979102,0,0,0,13.4178179132433
800,16,1,-7.90075646607942,89.25,43.5510185978115,3.03846057322558,0,0,0,13.3170228737238
800,16,1,-7.33641671850232,89.25,45.4656043328512,0.355406395834351,0,0,0,13.2854006299433
800,16,1,0,91.875,65.2237609677676,5.40544220296663,0,0,0,13.6925430968692
800,16,1,8.08886971527178,93.75,-57.2445903176084,0.885712281795591,0,0,0,12.5841818515447
850,17,1,0,0,3.41184514120904,65536,0,0,0,24.4406536246926
850,17,1,-0.376226498384734,3.375,-41.8493550411833,-49.3987113760385,0,0,0,16.7410090992742
850,17,1,0,4.5,8.75017331735042,-13.3523607680008,0,0,0,25.9608627256046
850,17,1,0,5.25,6.90628081769798,-22.40301325828,0,0,0,16.6357288150649
850,17,1,0,34.125,8.45556394355189,-7.18896741532635,0,0,0,13.8911244426267
850,17,1,0,69,-7.63342024858166,6.33287332118208,0,0,0,17.1760890763077
850,17,1,0,75,-12.5347648321615,2.46561222418664,0,0,0,15.8205844942169
850,17,1,-7.14830346930995,80.25,43.90158958392,-4.46267339135515,0,0,0,13.6313537121296
850,17,1,-8.27698296446415,89.25,43.4137264741865,0.265302811812617,0,0,0,13.6485131077335
850,17,1,-7.90075646607942,89.25,44.6964636104524,1.85209081278329,0,0,0,14.6743451466357
850,17,1,-7.52452996769468,89.25,44.4862765967343,2.97034967713022,0,0,0,15.3563097925338
850,17,1,-6.77207697092522,89.25,44.426986274095,0.464399021198133,0,0,0,15.9166044202885
850,17,1,0,91.875,53.3448121965974,6.13869209834796,0,0,0,14.2636465994244
850,17,1,7.52452996769468,93.75,47.078770000098,-0.150887719634127,0,0,0,12.6236719632693
850,17,1,8.65320946284888,93.75,47.8017127222686,3.45963474930305,0,0,0,14.6016251284384
850,17,1,9.02943596123362,93.75,51.1709908771185,0.932302815732172,0,0,0,13.2743559713167
900,18,1,0,0,3.41184514120904,65536,0,0,0,24.9285791820167
900,18,1,0,4.5,9.06829676055185,-13.710474204981,0,0,0,26.5368590317572
900,18,1,0,5.25,6.8026084628152,-23.0996423840342,0,0,0,16.0500422208173
900,18,1,0,28.875,-19.0742580311185,-9.03820254063378,0,0,0,13.1914453729964
900,18,1,0,34.125,15.1247574920582,-7.13207778925204,0,0,0,13.7418018552352
900,18,1,-3.38603848546261,48,69.1778998716827,-13.4090710672095,0,0,0,13.2305545150813
900,18,1,0,69,-7.78766428336813,5.9465887829713,0,0,0,17.0558596179873
900,18,1,0,75,-11.8082144867215,2.72206746820946,0,0,0,16.0443977728927
900,18,1,-6.58396372173285,89.25,45.1718258610209,2.00321937698051,0,0,0,13.9626788531474
900,18,1,0,91.875,53.2479965054517,5.18381132811903,0,0,0,13.4124120373588
950,19,1,0,0,3.41184514120904,65536,0,0,0,24.2580074961426
950,19,1,0,4.5,8.65879808039861,-13.1979308289748,0,0,0,26.5920000500979
950,19,1,0,5.25,6.80510859879313,-22.5006098436868,0,0,0,16.8539515687231
950,19,1,0,6,-50.9718908894672,-23.4920668841271,0,0,0,12.438040882656
950,19,1,0,28.875,-19.9519808959888,-8.58678747380333,0,0,0,13.498312415815
950,19,1,0,34.125,15.6167820331238,-6.54019242690919,0,0,0,13.4454500486174
950,19,1,0,69,-7.38707761717176,6.0935384106365,0,0,0,17.2830387580816
950,19,1,0,75,-12.1007117614318,3.027805393156,0,0,0,15.9640861762389
950,19,1,-6.01962397415575,80.25,44.1091553871534,-3.92178139341122,0,0,0,13.772887621667
950,19,1,-8.27698296446415,89.25,44.5041471208456,-0.0734898920798202,0,0,0,15.6803940738649
950,19,1,-6.77207697092522,89.25,45.017521489155,2.5471813060057,0,0,0,15.5403852221479
950,19,1,0,91.875,68.5324056429337,5.44972068454804,0,0,0,13.8986053103922
950,19,1,8.27698296446415,93.75,49.523319170977,4.25020702792109,0,0,0,13.6205329420513
950,19,1,9.02943596123362,93.75,48.266596961293,1.49556252393977,0,0,0,14.2883259660596
1000,20,1,0,0,3.41184514120904,65536,0,0,0,24.6725215985179
1000,20,1,0,4.5,9.13353243658227,-13.6102889458236,0,0,0,26.4219866599814
1000,20,1,0,5.25,6.83365882039634,-23.0245828465377,0,0,0,15.8358379362097
1000,20,1,0,28.875,-20.0149350913374,-9.26561466256844,0,0,0,13.6313782704011
1000,20,1,0,34.125,15.2951544268749,-6.53936857111644,0,0,0,13.7549630198246
1000,20,1,-3.38603848546261,48,-41.5290996788358,-12.3696063393657,0,0,0,13.0180078155434
1000,20,1,0,69,-6.79080482008251,6.21780857867633,0,0,0,17.8101578051134
1000,20,1,0,75,-11.9492355227624,3.54568709703942,0,0,0,16.6245880169271
1000,20,1,-6.77207697092522,80.25,-64.8557591430957,-4.84635018845755,0,0,0,13.1272747892676
1000,20,1,-7.52452996769468,89.25,44.3557188761724,4.94012943320796,0,0,0,16.821869548621
1000,20,1,-6.96019022011758,89.25,44.4235289680575,-0.144132640359388,0,0,0,12.733720764356
1000,20,1,0,91.875,-46.3830852436146,4.99095726994165,0,0,0,13.2116668815343
1000,20,1,8.27698296446415,93.75,49.2535834700869,6.6943810554814,0,0,0,17.2106221791288
1050,21,1,0,0,3.41184514120904,65536,0,0,0,25.0261616566693
1050,21,1,0,4.5,9.12759608600983,-13.5754414419848,0,0,0,26.6503966321464
1050,21,1,0,5.25,6.91703391651954,-23.2129613062761,0,0,0,16.4901404355766
1050,21,1,0,6,-50.4932908637364,-23.6910783106954,0,0,0,12.7895546833436
1050,21,1,0,28.875,-20.3550334709688,-9.9764130239938,0,0,0,13.5119037496186
1050,21,1,0,34.125,15.0195693614298,-6.59702478359918,0,0,0,14.3901030057963
1050,21,1,0,69,-6.9974589010645,5.66060247419198,0,0,0,16.6394014783101
1050,21,1,-6.01962397415575,72,61.4931339990777,-8.13702770142721,0,0,0,13.9214883409174
1050,21,1,0,75,-11.9816457777058,3.56392504291949,0,0,0,15.9955698570348
1050,21,1,-7.14830346930995,89.25,45.8124448241124,1.40773969207781,0,0,0,14.7103993399307
1050,21,1,-6.77207697092522,89.25,45.1622392631149,2.51655368040497,0,0,0,14.878389891309
1050,21,1,-6.39585047254048,89.25,43.9293860302214,0.709986974034322,0,0,0,12.626769407223
1050,21,1,-6.01962397415575,89.25,43.8068262605417,1.40626207658532,0,0,0,13.6888370817966
1050,21,1,0,91.875,-45.4061992768889,4.8189168685867,0,0,0,13.7897098843767
1050,21,1,6.58396372173285,93.75,47.724347939431,2.20505080566768,0,0,0,13.5861183875522
1050,21,1,6.96019022011758,93.75,48.0987996950125,5.15145857226891,0,0,0,15.7509789494416
1050,21,1,7.33641671850232,93.75,46.734811298902,2.00382535771378,0,0,0,13.4869975489185
1050,21,1,7.90075646607942,93.75,48.8455977376591,2.41446760469061,0,0,0,14.833309417408
