uiTimeStamp,uiCycleCounter,eSigStatus,f_VrelRad,f_RangeRad,a_AzAng,f_RcsRaw,f_AzAngVar,f_VrelRadVar,f_RangeRadVar,a_Pdh0
50,1,1,0,0,3.41184514120904,65536,0,0,0,28.1681299510914
50,1,1,0,3,38.0522185386011,-38.0513402836991,0,0,0,14.7767758668348
50,1,1,0,27.75,-19.3010835233729,-4.54878700050321,0,0,0,19.237191816278
50,1,1,0,34.125,14.8517465837151,-5.55360281492455,0,0,0,17.5507109807773
50,1,1,-3.38603848546261,48,63.7579037438618,-13.2826546561441,0,0,0,13.0569298837462
50,1,1,0,69,-8.03467730179682,6.90818688817801,0,0,0,21.2565826593839
50,1,1,0,75,-11.2514987937646,2.81250081363056,0,0,0,18.4585354083618
50,1,1,-7.90075646607942,80.25,-64.7191318715965,-3.53933809836697,0,0,0,14.3728687534357
50,1,1,0,83.25,2.18027460432355,2.45274290342032,0,0,0,16.2760246010957
50,1,1,0,84.75,-25.0719516307772,3.61494383505175,0,0,0,16.7182661838222
50,1,1,-9.40566245961835,89.25,43.852263046723,-0.976189124798552,0,0,0,12.4550579528126
50,1,1,-7.33641671850232,89.25,45.0818831107882,-2.36932970717415,0,0,0,13.0231203317431
50,1,1,0,91.875,68.8117183004835,5.50152151993221,0,0,0,14.4458119941847
50,1,1,9.59377570881072,93.75,49.0215840071753,4.38753162664871,0,0,0,14.5591077210864
50,1,1,10.3462287055802,93.75,50.0011564465279,1.40210790415615,0,0,0,13.8857846323953
100,2,1,0,0,3.41184514120904,65536,0,0,0,27.8827466013296
100,2,1,0,3,42.5538193005278,-39.4181128854279,0,0,0,14.8376572052526
100,2,1,0,27.75,-19.0416363978265,-5.07966109313104,0,0,0,17.6857885924346
100,2,1,0,34.125,14.6388877431354,-5.67036130476509,0,0,0,17.2419147556688
100,2,1,0,69,-8.06565452463415,6.94227128099321,0,0,0,20.7744217999909
100,2,1,-6.01962397415575,72,30.7326310796988,-8.90662888418693,0,0,0,12.710600444579
100,2,1,0,75,-11.2734415861055,2.44559199731634,0,0,0,19.232722966304
100,2,1,-5.64339747577101,80.25,43.381874821289,-3.79228184004027,0,0,0,15.0407312332065
